집계일자,집계시,출발영업소코드,도착영업소코드,통행시간,요일
20200301,16,101,105,688,6
20200301,16,101,105,735,6
20200301,16,101,105,693,6
20200301,16,101,105,785,6
20200301,16,101,105,820,6
20200301,16,101,105,741,6
20200301,21,101,105,706,6
20200301,21,101,105,689,6
20200301,21,101,105,798,6
20200301,21,101,105,730,6
20200301,18,101,105,687,6
20200301,18,101,105,745,6
20200301,18,101,105,703,6
20200301,18,101,105,743,6
20200301,18,101,105,783,6
20200301,1,101,105,583,6
20200301,1,101,105,746,6
20200301,1,101,105,791,6
20200301,1,101,105,674,6
20200301,2,101,105,594,6
20200301,2,101,105,653,6
20200301,3,101,105,610,6
20200301,3,101,105,735,6
20200301,3,101,105,646,6
20200301,4,101,105,613,6
20200301,4,101,105,739,6
20200301,4,101,105,802,6
20200301,4,101,105,632,6
20200301,5,101,105,604,6
20200301,5,101,105,738,6
20200301,5,101,105,613,6
20200301,12,101,105,642,6
20200301,12,101,105,717,6
20200301,12,101,105,703,6
20200301,12,101,105,769,6
20200301,12,101,105,671,6
20200301,22,101,105,685,6
20200301,22,101,105,731,6
20200301,22,101,105,676,6
20200301,22,101,105,785,6
20200301,22,101,105,706,6
20200301,0,101,105,587,6
20200301,0,101,105,740,6
20200301,0,101,105,681,6
20200301,0,101,105,678,6
20200301,8,101,105,613,6
20200301,8,101,105,717,6
20200301,8,101,105,705,6
20200301,8,101,105,770,6
20200301,8,101,105,749,6
20200301,8,101,105,681,6
20200301,17,101,105,695,6
20200301,17,101,105,691,6
20200301,17,101,105,784,6
20200301,17,101,105,747,6
20200301,23,101,105,667,6
20200301,23,101,105,715,6
20200301,23,101,105,684,6
20200301,23,101,105,778,6
20200301,23,101,105,868,6
20200301,23,101,105,678,6
20200301,20,101,105,789,6
20200301,20,101,105,711,6
20200301,20,101,105,688,6
20200301,20,101,105,751,6
20200301,11,101,105,637,6
20200301,11,101,105,736,6
20200301,11,101,105,709,6
20200301,11,101,105,770,6
20200301,11,101,105,674,6
20200301,15,101,105,683,6
20200301,15,101,105,748,6
20200301,15,101,105,692,6
20200301,15,101,105,779,6
20200301,15,101,105,722,6
20200301,6,101,105,611,6
20200301,6,101,105,737,6
20200301,6,101,105,735,6
20200301,6,101,105,642,6
20200301,7,101,105,617,6
20200301,7,101,105,730,6
20200301,7,101,105,721,6
20200301,7,101,105,774,6
20200301,7,101,105,685,6
20200301,9,101,105,618,6
20200301,9,101,105,694,6
20200301,9,101,105,764,6
20200301,9,101,105,760,6
20200301,9,101,105,673,6
20200301,14,101,105,666,6
20200301,14,101,105,734,6
20200301,14,101,105,697,6
20200301,14,101,105,774,6
20200301,14,101,105,696,6
20200301,19,101,105,708,6
20200301,19,101,105,744,6
20200301,19,101,105,689,6
20200301,19,101,105,787,6
20200301,19,101,105,743,6
20200301,10,101,105,634,6
20200301,10,101,105,707,6
20200301,10,101,105,697,6
20200301,10,101,105,769,6
20200301,10,101,105,675,6
20200301,13,101,105,652,6
20200301,13,101,105,719,6
20200301,13,101,105,701,6
20200301,13,101,105,776,6
20200301,13,101,105,682,6
20200301,13,101,110,2785,6
20200301,10,101,110,2710,6
20200301,6,101,110,2499,6
20200301,6,101,110,3582,6
20200301,7,101,110,2528,6
20200301,7,101,110,2746,6
20200301,9,101,110,2600,6
20200301,9,101,110,3122,6
20200301,19,101,110,2825,6
20200301,19,101,110,3230,6
20200301,19,101,110,3453,6
20200301,15,101,110,2820,6
20200301,15,101,110,3235,6
20200301,11,101,110,3262,6
20200301,15,101,110,2934,6
20200301,11,101,110,2720,6
20200301,15,101,110,3020,6
20200301,14,101,110,3001,6
20200301,20,101,110,2871,6
20200301,20,101,110,3669,6
20200301,14,101,110,2805,6
20200301,14,101,110,2857,6
20200301,0,101,110,2441,6
20200301,0,101,110,3686,6
20200301,8,101,110,2561,6
20200301,8,101,110,2857,6
20200301,8,101,110,3536,6
20200301,17,101,110,2918,6
20200301,17,101,110,3117,6
20200301,17,101,110,3394,6
20200301,17,101,110,3161,6
20200301,23,101,110,2798,6
20200301,23,101,110,3464,6
20200301,1,101,110,2435,6
20200301,1,101,110,3748,6
20200301,1,101,110,3213,6
20200301,2,101,110,2443,6
20200301,2,101,110,3801,6
20200301,2,101,110,3341,6
20200301,3,101,110,3686,6
20200301,4,101,110,2460,6
20200301,4,101,110,3542,6
20200301,5,101,110,2521,6
20200301,22,101,110,2838,6
20200301,22,101,110,3588,6
20200301,22,101,110,3484,6
20200301,22,101,110,2750,6
20200301,18,101,110,2858,6
20200301,18,101,110,3174,6
20200301,12,101,110,2829,6
20200301,12,101,110,3273,6
20200301,12,101,110,3116,6
20200301,16,101,110,2841,6
20200301,21,101,110,2878,6
20200301,21,101,110,3319,6
20200301,21,101,110,3516,6
20200301,21,101,110,2739,6
20200301,12,101,115,5092,6
20200301,12,101,115,4632,6
20200301,16,101,115,5239,6
20200301,16,101,115,4652,6
20200301,16,101,115,5299,6
20200301,21,101,115,5156,6
20200301,21,101,115,4589,6
20200301,21,101,115,5259,6
20200301,18,101,115,5318,6
20200301,18,101,115,5175,6
