집계일자,집계시,출발영업소코드,도착영업소코드,통행시간,요일
20200401,2,101,105,588,2
20200401,2,101,105,750,2
20200401,2,101,105,721,2
20200401,2,101,105,877,2
20200401,2,101,105,1510,2
20200401,2,101,105,646,2
20200401,3,101,105,586,2
20200401,3,101,105,751,2
20200401,3,101,105,1303,2
20200401,3,101,105,678,2
20200401,4,101,105,594,2
20200401,4,101,105,723,2
20200401,4,101,105,1218,2
20200401,4,101,105,640,2
20200401,12,101,105,883,2
20200401,12,101,105,936,2
20200401,12,101,105,789,2
20200401,12,101,105,892,2
20200401,12,101,105,1064,2
20200401,12,101,105,946,2
20200401,23,101,105,724,2
20200401,23,101,105,801,2
20200401,23,101,105,779,2
20200401,23,101,105,823,2
20200401,23,101,105,803,2
20200401,10,101,105,820,2
20200401,10,101,105,869,2
20200401,10,101,105,794,2
20200401,10,101,105,891,2
20200401,10,101,105,1052,2
20200401,10,101,105,850,2
20200401,15,101,105,812,2
20200401,15,101,105,866,2
20200401,15,101,105,754,2
20200401,15,101,105,828,2
20200401,15,101,105,857,2
20200401,7,101,105,771,2
20200401,7,101,105,1059,2
20200401,7,101,105,789,2
20200401,7,101,105,740,2
20200401,7,101,105,846,2
20200401,7,101,105,853,2
20200401,5,101,105,608,2
20200401,5,101,105,722,2
20200401,5,101,105,756,2
20200401,5,101,105,820,2
20200401,5,101,105,1133,2
20200401,5,101,105,660,2
20200401,6,101,105,655,2
20200401,6,101,105,803,2
20200401,6,101,105,770,2
20200401,6,101,105,856,2
20200401,6,101,105,1078,2
20200401,6,101,105,711,2
20200401,9,101,105,780,2
20200401,9,101,105,848,2
20200401,9,101,105,773,2
20200401,9,101,105,872,2
20200401,9,101,105,1057,2
20200401,9,101,105,809,2
20200401,16,101,105,923,2
20200401,16,101,105,890,2
20200401,16,101,105,763,2
20200401,16,101,105,812,2
20200401,16,101,105,978,2
20200401,22,101,105,854,2
20200401,22,101,105,816,2
20200401,22,101,105,731,2
20200401,22,101,105,817,2
20200401,22,101,105,888,2
20200401,22,101,105,862,2
20200401,19,101,105,892,2
20200401,19,101,105,843,2
20200401,19,101,105,1054,2
20200401,19,101,105,800,2
20200401,19,101,105,1107,2
20200401,19,101,105,1097,2
20200401,18,101,105,794,2
20200401,18,101,105,1022,2
20200401,18,101,105,1011,2
20200401,18,101,105,896,2
20200401,18,101,105,849,2
20200401,11,101,105,995,2
20200401,11,101,105,1087,2
20200401,11,101,105,804,2
20200401,11,101,105,905,2
20200401,11,101,105,967,2
20200401,11,101,105,933,2
20200401,13,101,105,772,2
20200401,13,101,105,890,2
20200401,13,101,105,838,2
20200401,13,101,105,898,2
20200401,13,101,105,867,2
20200401,0,101,105,582,2
20200401,0,101,105,794,2
20200401,0,101,105,705,2
20200401,0,101,105,861,2
20200401,0,101,105,609,2
20200401,1,101,105,593,2
20200401,1,101,105,765,2
20200401,1,101,105,713,2
20200401,1,101,105,623,2
20200401,8,101,105,779,2
20200401,8,101,105,880,2
20200401,8,101,105,779,2
20200401,8,101,105,840,2
20200401,8,101,105,808,2
20200401,14,101,105,764,2
20200401,14,101,105,866,2
20200401,14,101,105,831,2
20200401,14,101,105,886,2
20200401,14,101,105,852,2
20200401,20,101,105,855,2
20200401,20,101,105,1063,2
20200401,20,101,105,783,2
20200401,20,101,105,1077,2
20200401,17,101,105,971,2
20200401,17,101,105,823,2
20200401,17,101,105,756,2
20200401,17,101,105,808,2
20200401,17,101,105,1101,2
20200401,17,101,105,992,2
20200401,21,101,105,941,2
20200401,21,101,105,848,2
20200401,21,101,105,756,2
20200401,21,101,105,837,2
20200401,21,101,105,948,2
20200401,21,101,105,954,2
20200401,21,101,110,3888,2
20200401,17,101,110,3368,2
20200401,21,101,110,3392,2
20200401,17,101,110,4049,2
20200401,21,101,110,3834,2
20200401,17,101,110,4485,2
20200401,21,101,110,3036,2
20200401,17,101,110,3405,2
20200401,20,101,110,3925,2
20200401,20,101,110,3915,2
20200401,20,101,110,3539,2
20200401,14,101,110,3979,2
20200401,14,101,110,3689,2
20200401,14,101,110,3631,2
20200401,14,101,110,3309,2
20200401,14,101,110,3506,2
20200401,14,101,110,4026,2
20200401,0,101,110,2377,2
20200401,1,101,110,2539,2
20200401,1,101,110,3125,2
20200401,8,101,110,3050,2
20200401,8,101,110,3388,2
20200401,8,101,110,4041,2
20200401,8,101,110,5144,2
20200401,8,101,110,3104,2
20200401,13,101,110,3918,2
20200401,13,101,110,4033,2
20200401,13,101,110,4242,2
20200401,13,101,110,3669,2
20200401,13,101,110,3473,2
20200401,13,101,110,3609,2
20200401,11,101,110,3222,2
